user_ID, used_time, app_num
559, 76, 38
560, 39, 13
561, 83, 44
562, 2, 17
563, 90, 27
564, 12, 32
565, 19, 23
566, 79, 50
567, 2, 14
568, 27, 23
569, 71, 19
570, 69, 21
571, 3, 7
572, 33, 39
573, 85, 7
574, 5, 18
575, 7, 47
576, 47, 42
577, 70, 20
578, 29, 26
579, 31, 31
580, 36, 6
581, 87, 46
582, 93, 45
583, 83, 2
584, 11, 49
585, 45, 43
586, 57, 4
587, 38, 3
588, 7, 28
589, 70, 7
590, 74, 50
591, 24, 39
592, 93, 1
593, 42, 25
594, 7, 17
595, 29, 43
596, 49, 10
597, 13, 8
598, 54, 46
599, 62, 35
600, 47, 4
601, 65, 44
602, 21, 9
603, 37, 13
604, 88, 35
605, 30, 18
606, 44, 22
607, 2, 20
608, 97, 15
609, 45, 1
610, 67, 24
611, 32, 14
612, 60, 38
613, 52, 25
614, 74, 16
615, 74, 26
616, 84, 41
617, 75, 48
618, 81, 7
619, 58, 10
620, 94, 22
621, 16, 38
622, 75, 20
623, 79, 2
624, 80, 1
625, 25, 44
626, 58, 13
627, 1, 23
628, 77, 49
629, 24, 21
630, 67, 27
631, 40, 40
632, 18, 35
633, 99, 36
634, 75, 6
635, 62, 23
636, 15, 3
637, 54, 10
638, 52, 26
639, 95, 36
640, 4, 38
641, 76, 45
642, 27, 32
643, 57, 40
644, 9, 28
645, 52, 1
646, 85, 27
647, 68, 24
648, 65, 13
649, 5, 50
650, 50, 36
651, 22, 13
652, 51, 2
653, 4, 9
654, 91, 5
655, 25, 1
656, 51, 16
657, 84, 16
658, 24, 31
659, 4, 25
660, 28, 33
661, 85, 21
662, 67, 25
663, 12, 39
664, 80, 30
665, 57, 19
666, 6, 33
667, 2, 6
668, 88, 38
669, 10, 9
670, 9, 9
671, 50, 12
672, 46, 27
673, 13, 33
674, 45, 8
675, 12, 30
676, 23, 4
677, 91, 1
678, 48, 38
679, 31, 4
680, 31, 14
681, 29, 49
682, 31, 8
683, 100, 28
684, 11, 11
685, 7, 45
686, 77, 39
687, 86, 18
688, 53, 28
689, 53, 49
690, 72, 5
691, 85, 31
692, 5, 5
693, 68, 41
694, 16, 31
695, 29, 28
696, 92, 8
697, 56, 30
698, 87, 15
699, 6, 4
700, 65, 14
701, 49, 6
702, 62, 16
703, 76, 48
704, 2, 38
705, 48, 13
706, 43, 9
707, 96, 33
708, 90, 43
709, 8, 41
710, 66, 44
711, 25, 28
712, 4, 45
713, 60, 16
714, 74, 1
715, 45, 17
716, 99, 21
717, 68, 29
718, 63, 30
719, 15, 12
720, 23, 21
721, 93, 24
722, 88, 14
723, 80, 31
724, 98, 30
725, 31, 49
726, 9, 12
727, 65, 6
728, 39, 31
729, 87, 7
730, 66, 23
731, 93, 16
732, 4, 38
733, 82, 17
734, 64, 35
735, 9, 31
736, 1, 40
737, 75, 30
738, 3, 2
739, 38, 29
740, 46, 36
741, 31, 1
742, 79, 17
743, 11, 36
744, 42, 16
745, 36, 7
746, 39, 29
747, 52, 41
748, 65, 28
749, 76, 12
750, 72, 17
751, 27, 2
752, 27, 11
753, 18, 19
754, 86, 17
755, 11, 50
756, 41, 14
757, 85, 1
758, 64, 27
759, 8, 5
760, 6, 15
761, 75, 16
762, 8, 15
763, 94, 46
764, 15, 25
765, 60, 13
766, 94, 6
767, 45, 28
768, 93, 12
769, 35, 50
770, 38, 19
771, 85, 41
772, 25, 2
773, 83, 34
774, 8, 26
775, 46, 20
776, 47, 13
777, 98, 10
778, 78, 21
779, 54, 22
780, 14, 33
781, 18, 36
782, 49, 7
783, 19, 49
784, 11, 21
785, 70, 43
786, 83, 39
787, 63, 40
788, 96, 13
789, 98, 11
790, 8, 48
791, 91, 13
792, 2, 27
793, 72, 16
794, 55, 16
795, 43, 16
796, 91, 19
797, 61, 19
798, 61, 48
799, 44, 13
800, 51, 31
801, 38, 27
802, 37, 4
803, 6, 33
804, 39, 22
805, 63, 47
806, 4, 27
807, 51, 48
808, 90, 10
809, 32, 34
810, 91, 30
811, 47, 29
812, 100, 47
813, 27, 23
814, 95, 49
815, 98, 23
816, 26, 17
817, 90, 20
818, 70, 28
819, 31, 9
820, 2, 23
821, 1, 5
822, 9, 3
823, 55, 41
824, 12, 22
825, 58, 8
826, 17, 50
827, 75, 8
828, 60, 47
829, 4, 36
830, 18, 49
831, 39, 29
832, 16, 7
833, 25, 2
834, 60, 33
835, 39, 17
836, 46, 23
837, 39, 30
838, 86, 37
839, 31, 21
840, 29, 38
841, 50, 8
842, 96, 26
843, 26, 19
844, 84, 13
845, 74, 24
846, 81, 22
847, 19, 36
848, 32, 7
849, 26, 21
850, 34, 45
851, 26, 5
852, 40, 45
853, 23, 42
854, 80, 1
855, 38, 28
856, 72, 21
857, 4, 1
858, 89, 11
859, 69, 17
860, 60, 50
861, 23, 6
862, 99, 48
863, 22, 29
864, 80, 20
865, 96, 8
866, 31, 34
867, 6, 41
868, 87, 14
869, 93, 4
870, 18, 3
871, 58, 14
872, 5, 45
873, 13, 23
874, 77, 41
875, 85, 1
876, 21, 23
877, 58, 23
878, 45, 13
879, 29, 35
880, 91, 2
881, 28, 44
882, 28, 40
883, 15, 31
884, 27, 38
885, 79, 50
886, 81, 27
887, 81, 23
888, 40, 47
889, 58, 9
890, 69, 30
891, 11, 33
892, 84, 13
893, 78, 24
894, 61, 4
895, 5, 38
896, 72, 48
897, 9, 8
898, 28, 29
899, 61, 13
900, 43, 19
901, 71, 41
902, 47, 38
903, 64, 46
904, 9, 39
905, 78, 14
906, 4, 45
907, 90, 18
908, 71, 36
909, 83, 46
910, 27, 15
911, 9, 9
912, 57, 40
913, 51, 30
914, 40, 8
915, 29, 50
916, 53, 48
917, 83, 11
918, 4, 6
919, 30, 49
920, 53, 37
921, 45, 38
922, 72, 42
923, 70, 44
924, 94, 44
925, 24, 4
926, 42, 2
927, 77, 22
928, 52, 1
929, 89, 26
930, 76, 15
931, 3, 1
932, 8, 3
933, 54, 24
934, 97, 16
935, 85, 45
936, 38, 3
937, 27, 13
938, 5, 2
939, 31, 17
940, 69, 48
941, 11, 24
942, 51, 21
943, 33, 36
944, 38, 11
945, 90, 33
946, 37, 6
947, 40, 39
948, 35, 45
949, 10, 24
950, 55, 24
951, 53, 21
952, 87, 28
953, 76, 37
954, 66, 18
955, 67, 14
956, 24, 16
957, 27, 45
958, 60, 33
959, 30, 8
960, 8, 27
961, 16, 45
962, 92, 12
963, 33, 11
964, 24, 4
965, 19, 11
966, 78, 23
967, 93, 50
968, 26, 15
969, 35, 8
970, 80, 50
971, 96, 10
972, 8, 49
973, 31, 44
974, 52, 4
975, 39, 17
976, 18, 24
977, 32, 34
978, 59, 18
979, 37, 43
980, 19, 35
981, 28, 42
982, 85, 47
983, 62, 9
984, 36, 30
985, 65, 24
986, 90, 34
987, 12, 39
988, 24, 30
989, 87, 13
990, 98, 38
991, 73, 47
992, 45, 38
993, 50, 41
994, 88, 7
995, 87, 32
996, 77, 33
997, 43, 34
998, 41, 7
999, 85, 7
1000, 83, 6
day2
1, 92, 2
2, 12, 32
3, 47, 29
4, 66, 43
5, 95, 18
6, 68, 28
7, 10, 33
8, 73, 24
9, 69, 36
10, 83, 22
11, 11, 2
12, 78, 15
13, 21, 28
14, 59, 16
15, 95, 16
16, 49, 43
17, 59, 10
18, 64, 11
19, 78, 35
20, 60, 32
21, 18, 27
22, 85, 22
23, 9, 50
24, 56, 22
25, 66, 38
26, 96, 1
27, 42, 1
28, 2, 6
29, 86, 24
30, 11, 20
31, 79, 42
32, 75, 40
33, 81, 40
34, 53, 46
35, 26, 22
36, 11, 34
37, 79, 1
38, 27, 9
39, 3, 40
40, 89, 30
41, 82, 13
42, 84, 25
43, 93, 31
44, 66, 9
45, 47, 5
46, 77, 37
47, 50, 46
48, 7, 24
49, 90, 47
50, 66, 31
51, 69, 39
52, 87, 24
53, 47, 7
54, 40, 12
55, 20, 6
56, 51, 15
57, 90, 37
58, 85, 47
59, 48, 37
60, 45, 28
61, 52, 50
62, 88, 41
63, 49, 12
64, 55, 15
65, 22, 8
66, 13, 17
67, 87, 6
68, 62, 38
69, 50, 2
70, 15, 50
71, 93, 3
72, 27, 38
73, 6, 36
74, 65, 45
75, 44, 1
76, 48, 21
77, 96, 24
78, 76, 14
79, 82, 43
80, 62, 16
81, 9, 44
82, 41, 17
83, 79, 4
84, 22, 47
85, 69, 43
86, 22, 34
87, 58, 3
88, 68, 7
89, 98, 10
90, 5, 27
91, 81, 13
92, 61, 29
93, 71, 30
94, 1, 22
95, 35, 19
96, 85, 23
97, 51, 45
98, 17, 10
99, 66, 31
100, 14, 40
101, 2, 27
102, 60, 48
103, 23, 38
104, 82, 33
105, 64, 47
106, 90, 33
107, 46, 50
108, 9, 8
109, 1, 21
110, 70, 25
111, 85, 4
112, 64, 32
113, 49, 35
114, 35, 48
115, 75, 8
116, 70, 31
117, 65, 5
118, 38, 34
119, 47, 20
120, 84, 31
121, 51, 48
122, 45, 33
123, 79, 36
124, 10, 44
125, 95, 49
126, 65, 37
127, 25, 26
128, 5, 47
129, 47, 42
130, 23, 43
131, 10, 19
132, 31, 41
133, 81, 23
134, 21, 4
135, 9, 42
136, 57, 44
137, 23, 33
138, 68, 24
139, 23, 20
140, 25, 38
141, 19, 24
142, 14, 32
143, 13, 20
144, 66, 47
145, 14, 1
146, 68, 17
147, 39, 2
148, 83, 50
149, 68, 11
150, 12, 30
151, 16, 44
152, 17, 6
153, 84, 44
154, 9, 34
155, 61, 16
156, 14, 23
157, 83, 27
158, 89, 10
159, 4, 27
160, 99, 18
161, 42, 34
162, 97, 24
163, 7, 25
164, 26, 2
165, 100, 14
166, 37, 1
167, 68, 36
168, 9, 15
169, 52, 1
170, 3, 45
171, 38, 35
172, 85, 21
173, 8, 35
174, 47, 33
175, 93, 26
176, 99, 40
177, 90, 4
178, 60, 42
179, 19, 25
180, 75, 21
181, 11, 37
182, 19, 16
183, 17, 13
184, 21, 40
185, 43, 41
186, 43, 47
187, 65, 7
188, 7, 23
189, 94, 18
190, 99, 38
191, 91, 9
192, 14, 36
193, 70, 39
194, 74, 9
195, 45, 21
196, 31, 6
197, 74, 34
198, 15, 14
199, 36, 42
200, 12, 16
201, 38, 28
202, 49, 37
203, 48, 39
204, 98, 18
205, 56, 13
206, 24, 16
207, 30, 1
208, 20, 31
209, 97, 36
210, 68, 3
211, 45, 10
212, 51, 16
213, 15, 5
214, 9, 3
215, 54, 19
216, 94, 27
217, 86, 50
218, 14, 31
219, 97, 5
220, 76, 7
221, 20, 7
222, 64, 44
223, 25, 47
224, 63, 23
225, 95, 43
226, 1, 26
227, 9, 37
228, 42, 29
229, 52, 34
230, 14, 41
231, 97, 6
232, 23, 41
233, 39, 32
234, 9, 15
235, 84, 12
236, 28, 34
237, 93, 4
238, 53, 26
239, 26, 30
240, 52, 42
241, 23, 21
242, 71, 28
243, 79, 49
244, 6, 10
245, 49, 16
246, 13, 29
247, 21, 27
248, 32, 9
249, 93, 29
250, 14, 26
251, 57, 3
252, 25, 5
253, 79, 50
254, 5, 47
255, 40, 5
256, 51, 1
257, 61, 10
258, 92, 15
259, 23, 22
260, 28, 10
261, 7, 2
262, 57, 20
263, 25, 27
264, 70, 12
265, 32, 29
266, 25, 44
267, 31, 20
268, 86, 38
269, 80, 45
270, 35, 43
271, 80, 15
272, 56, 45
273, 6, 16
274, 25, 21
275, 91, 49
276, 2, 34
277, 33, 17
278, 32, 41
279, 43, 40
280, 55, 14
281, 81, 24
282, 16, 14
283, 65, 49
284, 81, 50
285, 29, 46
286, 9, 24
287, 88, 31
288, 49, 33
289, 38, 12
290, 89, 48
291, 8, 23
292, 36, 43
293, 23, 5
294, 49, 30
295, 17, 39
296, 24, 21
297, 16, 14
298, 2, 25
299, 61, 12
300, 41, 37
301, 60, 27
302, 29, 11
303, 57, 41
304, 73, 3
305, 60, 46
306, 30, 34
307, 77, 34
308, 70, 46
309, 71, 8
310, 80, 17
311, 56, 5
312, 77, 31
313, 45, 24
314, 7, 10
315, 74, 23
316, 87, 35
317, 70, 23
318, 26, 25
319, 26, 14
320, 11, 46
321, 14, 40
322, 86, 22
323, 2, 38
324, 61, 29
325, 98, 35
326, 29, 19
327, 66, 4
328, 45, 50
329, 67, 16
330, 83, 37
331, 25, 45
332, 18, 46
333, 16, 14
334, 9, 40
335, 33, 15
336, 66, 29
337, 61, 26
338, 19, 6
339, 10, 45
340, 75, 5
341, 52, 33
342, 22, 6
343, 1, 49
344, 3, 12
345, 59, 18
346, 84, 43
347, 11, 35
348, 23, 27
349, 49, 29
350, 11, 22
351, 43, 46
352, 33, 34
353, 19, 11
354, 5, 3
355, 78, 16
356, 50, 2
357, 94, 21
358, 33, 30
359, 74, 38
360, 62, 42
361, 99, 46
362, 61, 23
363, 57, 29
364, 57, 35
365, 44, 17
366, 49, 13
367, 10, 40
368, 94, 26
369, 71, 23
370, 60, 26
371, 24, 42
372, 58, 11
373, 42, 22
374, 63, 14
375, 1, 13
376, 4, 33
377, 67, 4
378, 86, 25
379, 60, 23
380, 62, 13
381, 88, 48
382, 23, 29
383, 51, 30
384, 76, 33
385, 31, 39
386, 30, 34
387, 63, 26
388, 23, 28
389, 53, 3
390, 72, 13
391, 45, 36
392, 38, 28
393, 65, 2
394, 31, 3
395, 60, 20
396, 59, 49
397, 91, 13
398, 95, 11
399, 98, 5
400, 32, 50
401, 83, 33
402, 33, 46
403, 38, 26
404, 3, 18
405, 89, 14
406, 93, 5
407, 85, 15
408, 61, 29
409, 33, 4
410, 90, 47
411, 73, 35
412, 89, 46
413, 42, 28
414, 51, 45
415, 81, 41
416, 39, 23
417, 59, 39
418, 53, 11
419, 81, 2
420, 28, 7
421, 45, 23
422, 96, 2
423, 42, 18
424, 64, 3
425, 95, 1
426, 7, 16
427, 66, 44
428, 78, 28
429, 24, 3
430, 30, 23
431, 48, 50
432, 33, 22
433, 57, 7
434, 94, 25
435, 91, 43
436, 88, 30
437, 99, 38
438, 86, 50
439, 31, 35
440, 14, 29
441, 80, 6
442, 18, 18
443, 50, 23
444, 66, 47
445, 48, 27
446, 89, 18
447, 98, 43
448, 85, 23
449, 19, 3
450, 81, 19
451, 41, 13
452, 55, 14
453, 87, 50
454, 35, 7
455, 3, 35
456, 59, 9
457, 17, 36
458, 26, 7
459, 54, 40
460, 18, 10
461, 43, 22
462, 40, 43
463, 92, 40
464, 38, 40
465, 50, 29
466, 68, 39
467, 96, 31
468, 47, 30
469, 34, 23
470, 79, 3
471, 82, 3
472, 100, 11
473, 62, 4
474, 55, 26
475, 82, 18
476, 77, 49
477, 88, 13
478, 34, 42
479, 67, 8
480, 59, 9
481, 50, 9
482, 26, 29
483, 89, 4
484, 24, 44
485, 8, 2
486, 31, 46
487, 87, 28
488, 33, 21
489, 29, 3
490, 77, 29
491, 35, 4
492, 20, 28
493, 16, 44
494, 2, 6
495, 22, 23
496, 73, 40
497, 43, 34
498, 47, 13
499, 83, 50
500, 31, 2
501, 38, 50
502, 43, 12
503, 31, 7
504, 47, 25
505, 56, 10
506, 89, 15
507, 94, 37
508, 53, 10
509, 58, 42
510, 74, 17
511, 34, 19
512, 84, 30
513, 14, 48
514, 96, 9
515, 26, 44
516, 25, 27
517, 25, 11
518, 40, 32
519, 86, 10
520, 22, 33
521, 91, 47
522, 51, 37
523, 7, 9
524, 46, 30
525, 10, 10
526, 42, 47
527, 24, 15
528, 23, 48
529, 72, 22
530, 97, 42
531, 59, 36
532, 61, 42
533, 3, 6
534, 69, 20
535, 6, 48
536, 34, 23
537, 31, 9
538, 98, 18
539, 3, 7
540, 100, 21
541, 57, 22
542, 79, 18
543, 98, 30
544, 23, 19
545, 64, 8
546, 86, 37
547, 19, 32
548, 37, 21
549, 18, 41
550, 31, 45
551, 56, 43
552, 99, 48
553, 30, 43
554, 13, 45
555, 13, 25
556, 38, 6
557, 72, 45
558, 48, 40
559, 29, 3
560, 66, 28
561, 77, 33
562, 11, 25
563, 8, 21
564, 10, 21
565, 42, 8
566, 91, 28
567, 96, 48
568, 66, 30
569, 16, 49
570, 57, 36
571, 94, 12
572, 41, 48
573, 21, 23
574, 48, 16
575, 82, 3
576, 59, 3
577, 69, 44
578, 60, 20
579, 53, 34
580, 100, 31
581, 87, 39
582, 77, 33
583, 79, 30
584, 31, 49
585, 68, 2
586, 88, 24
587, 95, 38
588, 69, 33
589, 44, 4
590, 68, 34
591, 99, 9
592, 76, 22
593, 69, 11
594, 30, 29
595, 74, 10
596, 98, 5
597, 29, 32
598, 73, 5
599, 76, 4
600, 2, 30
601, 92, 10
602, 15, 20
603, 89, 31
604, 79, 24
605, 75, 14
606, 24, 46
607, 85, 30
608, 27, 46
609, 16, 17
610, 68, 9
611, 66, 1
612, 39, 10
613, 71, 28
614, 94, 40
615, 94, 27
616, 25, 21
617, 45, 48
618, 80, 41
619, 73, 2
620, 60, 34
621, 99, 2
622, 78, 9
623, 51, 50
624, 93, 24
625, 62, 45
626, 53, 49
627, 24, 18
628, 73, 4
629, 51, 25
630, 1, 17
631, 19, 15
632, 11, 29
633, 87, 39
634, 89, 37
635, 78, 6
636, 91, 6
637, 76, 3
638, 69, 26
639, 48, 1
640, 70, 26
641, 73, 29
642, 3, 30
643, 26, 49
644, 17, 6
645, 27, 17
646, 48, 50
647, 5, 21
648, 20, 24
649, 55, 29
650, 81, 35
651, 85, 19
652, 13, 12
653, 20, 7
654, 79, 38
655, 88, 20
656, 56, 11
657, 68, 20
658, 41, 11
659, 62, 13
660, 25, 12
661, 70, 30
662, 77, 27
663, 1, 7
664, 54, 40
665, 93, 19
666, 82, 19
667, 24, 16
668, 31, 8
669, 29, 2
670, 72, 13
671, 85, 48
672, 37, 47
673, 25, 8
674, 38, 35
675, 73, 21
676, 37, 43
677, 85, 17
678, 58, 33
679, 38, 23
680, 9, 46
681, 87, 35
682, 41, 3
683, 98, 44
684, 8, 50
685, 75, 15
686, 57, 34
687, 96, 25
688, 98, 27
689, 34, 42
690, 23, 23
691, 83, 37
692, 51, 27
693, 1, 34
694, 63, 25
695, 7, 45
696, 81, 44
697, 27, 31
698, 80, 1
699, 76, 3
700, 85, 10
701, 36, 2
702, 46, 15
703, 47, 18
704, 31, 42
705, 32, 29
706, 6, 42
707, 2, 7
708, 64, 50
709, 84, 28
710, 66, 48
711, 54, 9
712, 44, 44
713, 57, 41
714, 69, 19
715, 24, 10
716, 28, 16
717, 9, 35
718, 33, 47
719, 21, 5
720, 19, 29
721, 60, 25
722, 68, 50
723, 79, 15
724, 17, 44
725, 100, 5
726, 66, 18
727, 47, 2
728, 44, 32
729, 32, 31
730, 100, 17
731, 83, 34
732, 29, 11
733, 21, 15
734, 33, 13
735, 53, 3
736, 11, 35
737, 53, 4
738, 70, 17
739, 57, 34
740, 24, 3
741, 3, 17
742, 7, 21
743, 68, 7
744, 17, 26
745, 16, 23
